Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag umag gmag rmag imag zmag
0.011816 -0.100000 8.176090 1.239045 2.512074 1.239000 0.376000 3.820200 4.388000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.720400 0.267700 0.002111 0.000577 0.005238  0.011890 3.830000 9.736339 9.532939 10.159239 10.637189 11.054939
0.011816 -0.100000 8.176090 1.287949 2.518055 1.288000 0.455000 3.829500 4.362000 0 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.720400 0.267700 0.002111 0.000577 0.005238  0.011900 3.632000 9.505339 9.308939 9.967239 10.460189 10.887939
0.011816 -0.100000 8.176090 1.336854 2.523536 1.337000 0.531000 3.839200 4.342000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.720400 0.267700 0.002111 0.000577 0.005239  0.011900 3.443000 9.294339 9.094939 9.788239 10.296189 10.734939
0.011816 -0.100000 8.176090 1.385758 2.528574 1.386000 0.603000 3.849700 4.328000 0 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.720500 0.267600 0.002111 0.000576 0.005237  0.011860 3.264000 9.094339 8.889939 9.618239 10.144189 10.593939
0.011816 -0.100000 8.176090 1.434663 2.533219 1.435000 0.669000 3.861600 4.324000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.720600 0.267500 0.002111 0.000576 0.005236  0.011910 3.097000 8.911339 8.695939 9.463239 10.009189 10.470939
0.011816 -0.100000 8.176090 1.483567 2.537513 1.483000 0.735000 3.875100 4.326000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.720700 0.267500 0.002110 0.000576 0.005235  0.011880 2.932000 8.736339 8.503939 9.314239 9.884189 10.359939
0.011816 -0.100000 8.176090 1.532471 2.541494 1.532000 0.798000 3.888800 4.333000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.720700 0.267400 0.002110 0.000576 0.005233  0.011890 2.776000 8.572339 8.322939 9.176239 9.770189 10.259939
0.011816 -0.100000 8.176090 1.581376 2.545194 1.581000 0.858000 3.902000 4.339000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.720800 0.267300 0.002109 0.000576 0.005232  0.011910 2.625000 8.417339 8.151939 9.048239 9.664189 10.165939
0.011816 -0.100000 8.176090 1.610052 2.547243 1.609000 0.892000 3.909300 4.342000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.720900 0.267200 0.002109 0.000576 0.005232  0.011890 2.539000 8.330339 8.056939 8.977239 9.605189 10.113939
0.011816 -0.100000 8.176090 1.630280 2.548639 1.630000 0.916000 3.914400 4.343000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.720900 0.267200 0.002109 0.000576 0.005231  0.011880 2.480000 8.269339 7.991939 8.929239 9.566189 10.077939
0.011816 -0.100000 8.176090 1.679185 2.551854 1.678000 0.972000 3.926000 4.347000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.721000 0.267200 0.002108 0.000576 0.005230  0.011880 2.341000 8.127339 7.844939 8.820239 9.475189 9.995939
0.011816 -0.100000 8.176090 1.728089 2.554861 1.727000 1.025000 3.936900 4.350000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.721000 0.267100 0.002108 0.000576 0.005230  0.011900 2.207000 7.990339 7.710939 8.720239 9.390189 9.917939
0.011816 -0.100000 8.176090 1.776994 2.557678 1.776000 1.077000 3.947000 4.351000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.721100 0.267000 0.002107 0.000576 0.005229  0.011880 2.078000 7.857339 7.590939 8.627239 9.310189 9.842939
0.011816 -0.100000 8.176090 1.787162 2.558242 1.786000 1.087000 3.949000 4.351000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.721100 0.267000 0.002107 0.000575 0.005228  0.011880 2.052000 7.830339 7.567939 8.608239 9.293189 9.826939
0.011816 -0.100000 8.176090 1.825898 2.560323 1.825000 1.126000 3.956400 4.351000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.721100 0.267000 0.002107 0.000575 0.005228  0.011880 1.954000 7.729339 7.482939 8.539239 9.232189 9.769939
0.011816 -0.100000 8.176090 1.850347 2.561585 1.849000 1.150000 3.960800 4.350000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.721100 0.267000 0.002107 0.000575 0.005228  0.011880 1.894000 7.667339 7.430939 8.496239 9.195189 9.734939
0.011816 -0.100000 8.176090 1.874803 2.562809 1.874000 1.174000 3.965100 4.349000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.721200 0.267000 0.002107 0.000575 0.005227  0.011880 1.835000 7.607339 7.381939 8.455239 9.158189 9.699939
0.011816 -0.100000 8.176090 1.900156 2.564041 1.899000 1.198000 3.969400 4.348000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.721200 0.266900 0.002107 0.000575 0.005227  0.011880 1.774000 7.546339 7.331939 8.414239 9.120189 9.663939
0.011816 -0.100000 8.176090 1.923881 2.565159 1.923000 1.221000 3.973300 4.347000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.721200 0.266900 0.002107 0.000575 0.005227  0.011870 1.719000 7.490339 7.286939 8.376239 9.085189 9.630939
0.011816 -0.100000 8.176090 1.972959 2.567375 1.973000 1.266000 3.981000 4.343000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.721200 0.266900 0.002107 0.000575 0.005226  0.011870 1.606000 7.377339 7.196939 8.298239 9.014189 9.562939
0.011816 -0.100000 8.176090 2.022037 2.569467 2.022000 1.310000 3.988500 4.340000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.721300 0.266800 0.002106 0.000575 0.005226  0.011890 1.495000 7.267339 7.110939 8.224239 8.946189 9.496939
0.011816 -0.100000 8.176090 2.071115 2.571446 2.070000 1.353000 3.995500 4.335000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.721300 0.266800 0.002106 0.000575 0.005225  0.011860 1.387000 7.160339 7.028939 8.151239 8.878189 9.431939
0.011816 -0.100000 8.176090 2.120194 2.573320 2.119000 1.395000 4.002300 4.330000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.721300 0.266800 0.002106 0.000575 0.005225  0.011860 1.282000 7.056339 6.948939 8.080239 8.811189 9.366939
0.011816 -0.100000 8.176090 2.169272 2.575097 2.168000 1.437000 4.008800 4.325000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.721300 0.266800 0.002106 0.000575 0.005225  0.011890 1.178000 6.954339 6.870939 8.010239 8.745189 9.302939
0.011816 -0.100000 8.176090 2.215976 2.576704 2.214000 1.475000 4.014900 4.320000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.721300 0.266800 0.002105 0.000575 0.005224  0.011880 1.082000 6.859339 6.799939 7.945239 8.683189 9.242939
0.011816 -0.100000 8.176090 2.218350 2.576784 2.217000 1.477000 4.015200 4.319000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.721300 0.266800 0.002105 0.000575 0.005224  0.011880 1.077000 6.854339 6.795939 7.941239 8.680189 9.239939
0.011816 -0.100000 8.176090 2.267428 2.578387 2.266000 1.517000 4.021300 4.314000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.721400 0.266700 0.002106 0.000575 0.005224  0.011890 0.978000 6.756339 6.722939 7.874239 8.616189 9.177939
0.011816 -0.100000 8.176090 2.365584 2.581364 2.364000 1.594000 4.032900 4.301000 1 0.000000 0.537000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.721400 0.266700 0.002106 0.000575 0.005224  0.011890 0.786000 6.568339 6.580939 7.743239 8.490189 9.056939
0.011816 -0.100000 8.176090 2.560428 2.586505 2.559000 1.739000 4.054100 4.276000 1 0.000000 0.538000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.718800 0.269200 0.002123 0.000580 0.005264  0.011960 0.422000 6.215339 6.315939 7.493239 8.249189 8.823939
0.011816 -0.100000 8.176090 2.561897 2.586540 2.560000 1.740000 4.054300 4.275000 1 0.000000 0.538000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.718800 0.269300 0.002123 0.000580 0.005265  0.011960 0.420000 6.213339 6.313939 7.491239 8.247189 8.821939
0.011816 -0.100000 8.176090 2.669056 2.588999 2.668000 1.817000 4.064900 4.259000 1 0.000000 0.538000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.718400 0.269600 0.002125 0.000580 0.005270  0.011970 0.228000 6.028339 6.172939 7.357239 8.117189 8.695939
0.011816 -0.100000 8.176090 2.758210 2.590878 2.757000 1.879000 4.073200 4.244000 1 0.000000 0.538000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.718000 0.270000 0.002127 0.000581 0.005274  0.011980 0.072000 5.878339 6.056939 7.245239 8.008189 8.590939
0.011816 -0.100000 8.176090 2.770790 2.591132 2.770000 1.888000 4.074300 4.242000 1 0.000000 0.538000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.718000 0.270000 0.002127 0.000581 0.005274  0.011980 0.050000 5.858339 6.040939 7.230239 7.993189 8.575939
0.011816 -0.100000 8.176090 2.923103 2.594009 2.922000 1.992000 4.087100 4.212000 1 0.000000 0.538000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000000 0.000000 0.718000 0.270000 0.002127 0.000581 0.005274  0.011980 -0.209000 5.611339 5.845939 7.042239 7.808189 8.396939
