# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Sat Nov 15 21:20:15 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: SDSS <i>ugriz</i>
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag
0.011816 -0.10000 8.30103 3.9918892384 2.6073089114    3.768  4.251  3.5051 -0.264    8  0.799  0.392   393.37   192.91   120.86    92.99    76.77  0 -3.69e-06      0.00 6.547e-01 3.332e-01 1.305e-03 2.365e-03 4.432e-03 -1.000 1.207e-02 -5.857 1.837 -0.471 -1.944 -4.422 -5.568
0.011816 -0.10000 8.30103 3.9918892384 2.6073089114    3.767  4.446  3.4796 -0.562    8  0.799  0.392   600.12   330.15   201.90   156.57   129.43  0 -2.81e-05      0.00 6.547e-01 3.332e-01 1.305e-03 2.365e-03 4.432e-03 -1.000 1.207e-02 -6.345 1.737 0.309 -1.399 -4.166 -5.607
0.011816 -0.10000 8.30103 3.9918899536 2.6073089176    3.767  4.376  3.4887 -0.455    8  0.799  0.392   516.61   272.31   167.98   129.89   107.33  0 -1.36e-05      0.00 6.547e-01 3.332e-01 1.305e-03 2.365e-03 4.432e-03 -1.000 1.207e-02 -6.170 1.797 0.166 -1.433 -4.205 -5.562
0.011816 -0.10000 8.30103 3.9918913841 2.6073089300    3.766  4.307  3.4978 -0.350    8  0.799  0.393   445.50   225.10   140.05   108.00    89.20  0 -6.61e-06      0.00 6.547e-01 3.332e-01 1.305e-03 2.365e-03 4.432e-03 -1.000 1.207e-02 -5.997 1.839 -0.138 -1.652 -4.312 -5.560
0.011816 -0.10000 8.30103 3.9918942451 2.6073089548    3.765  4.183  3.5140 -0.161    8  0.799  0.393   318.04   160.01   101.09    77.56    64.01  2 -1.82e-06      0.00 6.547e-01 3.332e-01 1.305e-03 2.365e-03 4.432e-03 -1.000 1.207e-02 -5.687 1.827 -0.900 -2.353 -4.551 -5.568
0.011816 -0.10000 8.30103 3.9918982983 2.6073089900    3.763  4.143  3.5191 -0.102    8  0.799  0.393   281.44   143.69    91.22    69.88    57.65  2 -1.21e-06      0.00 6.547e-01 3.332e-01 1.305e-03 2.365e-03 4.432e-03 -1.000 1.207e-02 -5.588 1.819 -1.144 -2.592 -4.617 -5.561
0.011816 -0.10000 8.30103 3.9919042587 2.6073090417    3.761  4.187  3.5133 -0.168    8  0.799  0.393   322.74   162.10   102.35    78.55    64.82  2 -1.91e-06      0.00 6.547e-01 3.332e-01 1.306e-03 2.365e-03 4.432e-03 -1.000 1.207e-02 -5.697 1.830 -0.866 -2.320 -4.540 -5.567
0.011816 -0.10000 8.30103 3.9919121265 2.6073091099    3.757  4.222  3.5086 -0.223    8  0.799  0.393   360.96   178.90   112.46    86.44    71.35  2 -2.77e-06      0.00 6.547e-01 3.332e-01 1.306e-03 2.365e-03 4.432e-03 -1.000 1.207e-02 -5.786 1.839 -0.632 -2.092 -4.470 -5.566
0.011816 -0.10000 8.30103 3.9919221401 2.6073091968    3.753  4.244  3.5057 -0.257    8  0.800  0.393   386.50   190.03   119.13    91.65    75.66  0 -3.48e-06      0.00 6.547e-01 3.332e-01 1.307e-03 2.365e-03 4.432e-03 -1.000 1.207e-02 -5.839 1.842 -0.493 -1.964 -4.425 -5.562
0.011816 -0.10000 8.30103 3.9919347763 2.6073093063    3.747  4.254  3.5042 -0.274    8  0.800  0.393   399.82   195.88   122.62    94.38    77.92  0 -3.89e-06      0.00 6.547e-01 3.332e-01 1.308e-03 2.365e-03 4.433e-03 -1.000 1.207e-02 -5.865 1.845 -0.420 -1.896 -4.400 -5.558
0.011816 -0.10000 8.30103 3.9919502735 2.6073094407    3.740  4.259  3.5035 -0.282    8  0.800  0.394   404.60   198.90   124.42    95.80    79.09  0 -4.12e-06      0.00 6.547e-01 3.333e-01 1.309e-03 2.365e-03 4.433e-03 -1.000 1.207e-02 -5.878 1.848 -0.381 -1.859 -4.385 -5.554
0.011816 -0.10000 8.30103 3.9919683933 2.6073095978    3.732  4.262  3.5029 -0.289    8  0.801  0.394   408.09   201.12   125.74    96.83    79.95  0 -4.29e-06      0.00 6.546e-01 3.333e-01 1.311e-03 2.365e-03 4.433e-03 -1.000 1.208e-02 -5.885 1.851 -0.350 -1.831 -4.373 -5.551
0.011816 -0.10000 8.30103 3.9919683933 2.6073095978    3.731  4.458  3.4772 -0.587    8  0.801  0.394   620.31   344.85   210.43   163.35   135.04  0 -3.27e-05      0.00 6.546e-01 3.333e-01 1.311e-03 2.365e-03 4.433e-03 -1.000 1.208e-02 -6.374 1.739 0.350 -1.379 -4.148 -5.608
0.011816 -0.10000 8.30103 3.9919691086 2.6073096040    3.731  4.388  3.4863 -0.481    8  0.801  0.394   534.52   284.70   175.23   135.64   112.08  0 -1.59e-05      0.00 6.546e-01 3.333e-01 1.311e-03 2.365e-03 4.433e-03 -1.000 1.208e-02 -6.200 1.797 0.221 -1.407 -4.177 -5.557
0.011816 -0.10000 8.30103 3.9919707775 2.6073096185    3.730  4.319  3.4953 -0.376    8  0.801  0.394   461.18   235.43   146.15   112.82    93.18  0 -7.76e-06      0.00 6.546e-01 3.333e-01 1.311e-03 2.365e-03 4.433e-03 -1.000 1.208e-02 -6.028 1.850 -0.029 -1.566 -4.263 -5.543
0.011816 -0.10000 8.30103 3.9919736385 2.6073096433    3.729  4.195  3.5116 -0.188    8  0.801  0.394   334.56   167.45   105.56    81.07    66.91  2 -2.15e-06      0.00 6.546e-01 3.333e-01 1.311e-03 2.365e-03 4.433e-03 -1.000 1.208e-02 -5.718 1.845 -0.767 -2.221 -4.503 -5.556
0.011816 -0.10000 8.30103 3.9919781685 2.6073096826    3.726  4.156  3.5168 -0.127    8  0.801  0.395   295.56   150.13    95.10    72.93    60.17  2 -1.42e-06      0.00 6.546e-01 3.333e-01 1.312e-03 2.365e-03 4.433e-03 -1.000 1.208e-02 -5.619 1.835 -1.023 -2.474 -4.575 -5.551
0.011816 -0.10000 8.30103 3.9919846058 2.6073097384    3.723  4.199  3.5110 -0.194    8  0.801  0.395   338.72   169.31   106.67    81.95    67.63  2 -2.24e-06      0.00 6.546e-01 3.333e-01 1.313e-03 2.365e-03 4.433e-03 -1.000 1.208e-02 -5.727 1.848 -0.736 -2.190 -4.493 -5.553
0.011816 -0.10000 8.30103 3.9919929504 2.6073098108    3.719  4.234  3.5063 -0.248    8  0.801  0.395   378.36   186.69   117.10    90.09    74.37  0 -3.23e-06      0.00 6.546e-01 3.333e-01 1.314e-03 2.365e-03 4.433e-03 -1.000 1.208e-02 -5.814 1.854 -0.509 -1.977 -4.421 -5.549
0.011816 -0.10000 8.30103 3.9920039177 2.6073099059    3.713  4.255  3.5034 -0.281    8  0.801  0.396   403.38   198.15   123.95    95.45    78.80  0 -4.04e-06      0.00 6.546e-01 3.333e-01 1.315e-03 2.365e-03 4.433e-03 -1.000 1.208e-02 -5.867 1.858 -0.368 -1.847 -4.373 -5.543
0.011816 -0.10000 8.30103 3.9920175076 2.6073100237    3.706  4.265  3.5019 -0.298    8  0.802  0.396   412.81   204.14   127.53    98.26    81.12  0 -4.51e-06      0.00 6.546e-01 3.333e-01 1.317e-03 2.365e-03 4.433e-03 -1.000 1.208e-02 -5.892 1.862 -0.293 -1.778 -4.346 -5.538
0.011816 -0.10000 8.30103 3.9920341969 2.6073101685    3.698  4.269  3.5011 -0.307    8  0.802  0.397   417.66   207.25   129.37    99.71    82.32  0 -4.77e-06      0.00 6.545e-01 3.334e-01 1.318e-03 2.364e-03 4.433e-03 -1.000 1.209e-02 -5.903 1.866 -0.251 -1.739 -4.330 -5.533
0.011816 -0.10000 8.30103 3.9920537472 2.6073103380    3.688  4.272  3.5005 -0.313    8  0.802  0.397   421.19   209.53   130.72   100.77    83.20  0 -4.95e-06      0.00 6.545e-01 3.334e-01 1.320e-03 2.364e-03 4.433e-03 -1.000 1.209e-02 -5.910 1.871 -0.218 -1.708 -4.316 -5.527
0.011816 -0.10000 8.30103 3.9920539856 2.6073103400    3.687  4.468  3.4745 -0.613    8  0.802  0.397   640.80   360.07   219.24   170.37   140.85  0 -3.79e-05      0.00 6.545e-01 3.334e-01 1.321e-03 2.364e-03 4.433e-03 -1.000 1.209e-02 -6.399 1.747 0.397 -1.353 -4.124 -5.604
0.011816 -0.10000 8.30103 3.9920544624 2.6073103442    3.687  4.399  3.4837 -0.507    8  0.803  0.397   552.75   297.55   182.73   141.60   117.01  0 -1.85e-05      0.00 6.545e-01 3.334e-01 1.322e-03 2.364e-03 4.433e-03 -1.000 1.209e-02 -6.226 1.804 0.287 -1.374 -4.142 -5.546
0.011816 -0.10000 8.30103 3.9920563698 2.6073103607    3.686  4.330  3.4928 -0.402    8  0.803  0.398   477.17   246.14   152.45   117.81    97.30  0 -9.06e-06      0.00 6.545e-01 3.334e-01 1.322e-03 2.364e-03 4.433e-03 -1.000 1.209e-02 -6.055 1.865 0.089 -1.472 -4.207 -5.520
0.011816 -0.10000 8.30103 3.9920592308 2.6073103855    3.684  4.207  3.5091 -0.214    8  0.803  0.398   351.62   175.17   110.17    84.71    69.91  2 -2.53e-06      0.00 6.545e-01 3.334e-01 1.323e-03 2.364e-03 4.433e-03 -1.000 1.209e-02 -5.747 1.866 -0.626 -2.084 -4.448 -5.537
0.011816 -0.10000 8.30103 3.9920639992 2.6073104269    3.681  4.166  3.5144 -0.153    8  0.803  0.398   310.06   156.77    99.09    76.07    62.76  2 -1.66e-06      0.00 6.545e-01 3.334e-01 1.324e-03 2.364e-03 4.433e-03 -1.000 1.209e-02 -5.646 1.856 -0.890 -2.342 -4.524 -5.535
0.011816 -0.10000 8.30103 3.9920706749 2.6073104848    3.677  4.209  3.5086 -0.219    8  0.803  0.399   355.10   176.74   111.10    85.45    70.52  2 -2.61e-06      0.00 6.545e-01 3.334e-01 1.326e-03 2.364e-03 4.433e-03 -1.000 1.209e-02 -5.753 1.869 -0.601 -2.060 -4.438 -5.533
0.011816 -0.10000 8.30103 3.9920794964 2.6073105613    3.672  4.244  3.5039 -0.273    8  0.803  0.399   396.14   194.69   121.85    93.85    77.47  0 -3.74e-06      0.00 6.544e-01 3.335e-01 1.328e-03 2.364e-03 4.433e-03 -1.000 1.210e-02 -5.839 1.874 -0.375 -1.852 -4.363 -5.525
0.011816 -0.10000 8.30103 3.9920909405 2.6073106605    3.666  4.264  3.5010 -0.306    8  0.803  0.400   416.37   206.45   128.87    99.35    82.02  0 -4.66e-06      0.00 6.544e-01 3.335e-01 1.330e-03 2.364e-03 4.433e-03 -1.000 1.210e-02 -5.890 1.879 -0.232 -1.720 -4.313 -5.518
0.011816 -0.10000 8.30103 3.9921050072 2.6073107825    3.657  4.274  3.4995 -0.322    8  0.804  0.401   425.90   212.59   132.52   102.22    84.39  0 -5.19e-06      0.00 6.544e-01 3.335e-01 1.332e-03 2.364e-03 4.433e-03 -1.000 1.210e-02 -5.914 1.883 -0.161 -1.658 -4.287 -5.512
0.011816 -0.10000 8.30103 3.9921224117 2.6073109334    3.647  4.278  3.4987 -0.331    8  0.804  0.401   430.78   215.75   134.40   103.69    85.61  0 -5.47e-06      0.00 6.544e-01 3.335e-01 1.334e-03 2.364e-03 4.433e-03 -1.000 1.210e-02 -5.924 1.887 -0.126 -1.630 -4.271 -5.507
0.011816 -0.10000 8.30103 3.9921429157 2.6073111112    3.636  4.280  3.4981 -0.337    8  0.804  0.402   434.32   218.07   135.76   104.78    86.51  0 -5.68e-06      0.00 6.543e-01 3.336e-01 1.335e-03 2.364e-03 4.433e-03 -1.000 1.211e-02 -5.931 1.891 -0.097 -1.606 -4.258 -5.501
0.011816 -0.10000 8.30103 3.9921431541 2.6073111132    3.635  4.476  3.4718 -0.638    8  0.804  0.405   661.28   375.65   228.21   177.55   146.78  0 -4.35e-05      0.00 6.543e-01 3.336e-01 1.347e-03 2.363e-03 4.433e-03 -1.000 1.212e-02 -6.420 1.758 0.450 -1.322 -4.095 -5.596
0.011816 -0.10000 8.30103 3.9921438694 2.6073111194    3.634  4.408  3.4810 -0.533    8  0.804  0.405   571.06   310.73   190.39   147.71   122.06  0 -2.14e-05      0.00 6.543e-01 3.336e-01 1.347e-03 2.363e-03 4.433e-03 -1.000 1.212e-02 -6.249 1.813 0.356 -1.336 -4.102 -5.530
0.011816 -0.10000 8.30103 3.9921455383 2.6073111339    3.633  4.339  3.4901 -0.428    8  0.805  0.405   493.29   257.12   158.89   122.93   101.53  0 -1.05e-05      0.00 6.542e-01 3.336e-01 1.348e-03 2.363e-03 4.433e-03 -1.000 1.212e-02 -6.078 1.870 0.204 -1.377 -4.147 -5.492
0.011816 -0.10000 8.30103 3.9921486378 2.6073111608    3.631  4.217  3.5065 -0.241    8  0.805  0.406   369.05   183.10   114.89    88.44    72.99  0 -2.95e-06      0.00 6.542e-01 3.336e-01 1.349e-03 2.363e-03 4.433e-03 -1.000 1.212e-02 -5.772 1.888 -0.483 -1.950 -4.386 -5.510
0.011816 -0.10000 8.30103 3.9921536446 2.6073112042    3.628  4.176  3.5119 -0.178    8  0.805  0.406   324.83   163.57   103.15    79.28    65.41  2 -1.93e-06      0.00 6.542e-01 3.337e-01 1.350e-03 2.363e-03 4.433e-03 -1.000 1.212e-02 -5.669 1.882 -0.745 -2.199 -4.467 -5.513
0.011816 -0.10000 8.30103 3.9921605587 2.6073112641    3.623  4.218  3.5061 -0.245    8  0.805  0.407   371.78   184.34   115.63    89.03    73.47  0 -3.02e-06      0.00 6.542e-01 3.337e-01 1.352e-03 2.363e-03 4.433e-03 -1.000 1.212e-02 -5.776 1.892 -0.461 -1.929 -4.376 -5.506
0.011816 -0.10000 8.30103 3.9921696186 2.6073113427    3.617  4.252  3.5014 -0.298    8  0.805  0.407   410.72   202.88   126.70    97.70    80.65  0 -4.31e-06      0.00 6.542e-01 3.337e-01 1.354e-03 2.363e-03 4.433e-03 -1.000 1.213e-02 -5.860 1.899 -0.231 -1.717 -4.298 -5.496
0.011816 -0.10000 8.30103 3.9921815395 2.6073114461    3.609  4.272  3.4985 -0.330    8  0.805  0.408   429.51   214.98   133.91   103.35    85.32  0 -5.34e-06      0.00 6.542e-01 3.337e-01 1.356e-03 2.363e-03 4.433e-03 -1.000 1.213e-02 -5.910 1.902 -0.102 -1.607 -4.251 -5.489
0.011816 -0.10000 8.30103 3.9921963215 2.6073115742    3.599  4.281  3.4971 -0.347    8  0.806  0.408   439.17   221.29   137.64   106.29    87.75  0 -5.94e-06      0.00 6.542e-01 3.337e-01 1.358e-03 2.363e-03 4.433e-03 -1.000 1.213e-02 -5.933 1.905 -0.040 -1.559 -4.226 -5.483
0.011816 -0.10000 8.30103 3.9922142029 2.6073117293    3.588  4.285  3.4962 -0.355    8  0.806  0.409   444.11   224.54   139.56   107.81    89.01  0 -6.25e-06      0.00 6.541e-01 3.337e-01 1.358e-03 2.363e-03 4.433e-03 -1.000 1.213e-02 -5.943 1.909 -0.003 -1.530 -4.209 -5.476
0.011816 -0.10000 8.30103 3.9922356606 2.6073119153    3.574  4.287  3.4956 -0.362    8  0.806  0.408   447.70   226.93   140.97   108.93    89.93  0 -6.48e-06      0.00 6.541e-01 3.337e-01 1.357e-03 2.363e-03 4.433e-03 -1.000 1.213e-02 -5.948 1.915 0.027 -1.504 -4.194 -5.469
0.011816 -0.10000 8.30103 3.9922358990 2.6073119174    3.573  4.483  3.4690 -0.664    8  0.806  0.418   682.07   391.90   237.54   185.04   152.97  0 -4.99e-05      0.00 6.539e-01 3.339e-01 1.388e-03 2.362e-03 4.433e-03 -1.000 1.216e-02 -6.438 1.774 0.505 -1.287 -4.063 -5.585
0.011816 -0.10000 8.30103 3.9922366142 2.6073119236    3.572  4.415  3.4782 -0.560    8  0.807  0.418   589.73   324.48   198.35   154.08   127.32  0 -2.46e-05      0.00 6.539e-01 3.339e-01 1.388e-03 2.362e-03 4.433e-03 -1.000 1.216e-02 -6.268 1.825 0.421 -1.297 -4.063 -5.514
0.011816 -0.10000 8.30103 3.9922382832 2.6073119380    3.571  4.347  3.4874 -0.455    8  0.807  0.418   509.76   268.58   165.58   128.27   105.94  0 -1.22e-05      0.00 6.539e-01 3.339e-01 1.389e-03 2.362e-03 4.433e-03 -1.000 1.216e-02 -6.098 1.879 0.280 -1.333 -4.102 -5.471
0.011816 -0.10000 8.30103 3.9922413826 2.6073119649    3.568  4.225  3.5038 -0.268    8  0.807  0.418   387.07   191.35   119.78    92.33    76.19  0 -3.43e-06      0.00 6.539e-01 3.339e-01 1.389e-03 2.362e-03 4.433e-03 -1.000 1.216e-02 -5.793 1.915 -0.329 -1.805 -4.316 -5.479
0.011816 -0.10000 8.30103 3.9922463894 2.6073120083    3.565  4.184  3.5094 -0.204    8  0.807  0.418   340.04   170.61   107.35    82.61    68.15  2 -2.23e-06      0.00 6.539e-01 3.339e-01 1.390e-03 2.362e-03 4.433e-03 -1.000 1.217e-02 -5.690 1.912 -0.592 -2.049 -4.402 -5.485
0.011816 -0.10000 8.30103 3.9922533035 2.6073120683    3.559  4.226  3.5035 -0.270    8  0.807  0.418   388.93   192.22   120.30    92.74    76.53  0 -3.48e-06      0.00 6.539e-01 3.339e-01 1.391e-03 2.362e-03 4.433e-03 -1.000 1.217e-02 -5.795 1.919 -0.311 -1.788 -4.307 -5.474
0.011816 -0.10000 8.30103 3.9922626019 2.6073121489    3.552  4.259  3.4989 -0.323    8  0.807  0.419   423.79   211.35   131.70   101.68    83.93  0 -4.95e-06      0.00 6.539e-01 3.340e-01 1.392e-03 2.362e-03 4.433e-03 -1.000 1.217e-02 -5.878 1.925 -0.091 -1.592 -4.230 -5.463
0.011816 -0.10000 8.30103 3.9922745228 2.6073122522    3.543  4.279  3.4960 -0.355    8  0.807  0.419   442.82   223.78   139.07   107.47    88.72  0 -6.11e-06      0.00 6.539e-01 3.340e-01 1.393e-03 2.362e-03 4.433e-03 -1.000 1.217e-02 -5.926 1.927 0.024 -1.503 -4.186 -5.456
0.011816 -0.10000 8.30103 3.9922895432 2.6073123825    3.532  4.287  3.4945 -0.371    8  0.808  0.419   452.57   230.23   142.89   110.48    91.21  0 -6.77e-06      0.00 6.539e-01 3.340e-01 1.393e-03 2.362e-03 4.433e-03 -1.000 1.217e-02 -5.949 1.931 0.087 -1.454 -4.160 -5.449
0.011816 -0.10000 8.30103 3.9923076630 2.6073125396    3.519  4.291  3.4937 -0.380    8  0.808  0.418   457.54   233.55   144.85   112.04    92.49  0 -7.12e-06      0.00 6.539e-01 3.340e-01 1.391e-03 2.362e-03 4.433e-03 -1.000 1.217e-02 -5.957 1.936 0.125 -1.424 -4.142 -5.442
0.011816 -0.10000 8.30103 3.9923291206 2.6073127256    3.503  4.293  3.4931 -0.386    8  0.808  0.417   461.12   235.98   146.27   113.17    93.43  0 -7.38e-06      0.00 6.539e-01 3.340e-01 1.388e-03 2.362e-03 4.433e-03 -1.000 1.216e-02 -5.962 1.942 0.156 -1.399 -4.126 -5.434
0.011816 -0.10000 8.30103 3.9923293591 2.6073127277    3.502  4.489  3.4662 -0.690    8  0.808  0.433   702.82   408.62   247.09   192.74   159.33  0 -5.69e-05      0.00 6.536e-01 3.342e-01 1.438e-03 2.361e-03 4.432e-03 -1.000 1.222e-02 -6.452 1.794 0.558 -1.247 -4.031 -5.573
0.011816 -0.10000 8.30103 3.9923300743 2.6073127339    3.501  4.422  3.4754 -0.586    8  0.809  0.433   608.42   338.63   206.51   160.64   132.73  0 -2.83e-05      0.00 6.536e-01 3.342e-01 1.438e-03 2.361e-03 4.432e-03 -1.000 1.222e-02 -6.284 1.844 0.484 -1.257 -4.026 -5.499
0.011816 -0.10000 8.30103 3.9923317432 2.6073127483    3.500  4.354  3.4846 -0.482    8  0.809  0.433   526.31   280.35   172.43   133.76   110.47  0  -1.4e-05      0.00 6.536e-01 3.342e-01 1.438e-03 2.361e-03 4.432e-03 -1.000 1.222e-02 -6.115 1.896 0.360 -1.287 -4.054 -5.448
0.011816 -0.10000 8.30103 3.9923350811 2.6073127773    3.497  4.233  3.5012 -0.294    8  0.809  0.433   405.39   199.83   124.79    96.32    79.48  0 -3.97e-06      0.00 6.536e-01 3.342e-01 1.439e-03 2.361e-03 4.432e-03 -1.000 1.222e-02 -5.812 1.946 -0.170 -1.656 -4.241 -5.443
0.011816 -0.10000 8.30103 3.9923398495 2.6073128186    3.493  4.191  3.5068 -0.230    8  0.809  0.433   355.52   177.84   111.64    86.03    70.97  2 -2.57e-06      0.00 6.536e-01 3.342e-01 1.439e-03 2.361e-03 4.432e-03 -1.000 1.222e-02 -5.706 1.941 -0.444 -1.908 -4.332 -5.452
0.011816 -0.10000 8.30103 3.9923470020 2.6073128806    3.487  4.232  3.5009 -0.296    8  0.809  0.433   406.41   200.34   125.09    96.57    79.69  0    -4e-06      0.00 6.536e-01 3.342e-01 1.439e-03 2.361e-03 4.432e-03 -1.000 1.222e-02 -5.811 1.950 -0.155 -1.642 -4.233 -5.438
0.011816 -0.10000 8.30103 3.9923565388 2.6073129633    3.478  4.265  3.4963 -0.349    8  0.809  0.433   437.12   220.14   136.86   105.81    87.33  0 -5.66e-06      0.00 6.536e-01 3.342e-01 1.439e-03 2.361e-03 4.432e-03 -1.000 1.222e-02 -5.893 1.953 0.041 -1.484 -4.161 -5.427
0.011816 -0.10000 8.30103 3.9923684597 2.6073130667    3.468  4.284  3.4934 -0.380    8  0.809  0.433   456.48   232.97   144.45   111.79    92.28  0 -6.97e-06      0.00 6.536e-01 3.342e-01 1.439e-03 2.361e-03 4.432e-03 -1.000 1.222e-02 -5.940 1.956 0.158 -1.393 -4.115 -5.418
0.011816 -0.10000 8.30103 3.9923837185 2.6073131989    3.455  4.293  3.4919 -0.397    8  0.810  0.432   466.43   239.66   148.40   114.90    94.85  0 -7.73e-06      0.00 6.536e-01 3.342e-01 1.438e-03 2.361e-03 4.432e-03 -1.000 1.222e-02 -5.962 1.961 0.223 -1.343 -4.088 -5.410
0.011816 -0.10000 8.30103 3.9924020767 2.6073133581    3.439  4.296  3.4910 -0.405    8  0.810  0.432   471.58   243.17   150.46   116.54    96.21  0 -8.13e-06      0.00 6.536e-01 3.342e-01 1.435e-03 2.361e-03 4.432e-03 -1.000 1.221e-02 -5.970 1.964 0.261 -1.313 -4.069 -5.402
0.011816 -0.10000 8.30103 3.9924237728 2.6073135462    3.420  4.298  3.4904 -0.412    8  0.810  0.430   475.36   245.78   151.98   117.77    97.21  0 -8.42e-06      0.00 6.536e-01 3.342e-01 1.430e-03 2.361e-03 4.432e-03 -1.000 1.221e-02 -5.974 1.967 0.292 -1.286 -4.052 -5.393
0.011816 -0.10000 8.30103 3.9924240112 2.6073135483    3.420  4.494  3.4631 -0.717    8  0.810  0.451   719.27    -1.00    -1.00    -1.00    -1.00  0 -6.52e-05      0.00 6.532e-01 3.345e-01 1.498e-03 2.360e-03 4.432e-03 -1.000 1.228e-02 -6.464 1.819 0.619 -1.201 -3.994 -5.558
0.011816 -0.10000 8.30103 3.9924247265 2.6073135545    3.419  4.427  3.4723 -0.614    8  0.810  0.451   628.11   353.98   215.32   167.75   138.60  0 -3.26e-05      0.00 6.532e-01 3.345e-01 1.498e-03 2.360e-03 4.432e-03 -1.000 1.228e-02 -6.298 1.869 0.555 -1.212 -3.983 -5.480
0.011816 -0.10000 8.30103 3.9924263954 2.6073135689    3.417  4.360  3.4816 -0.510    8  0.811  0.451   543.80   293.13   179.83   139.71   115.38  0 -1.62e-05      0.00 6.532e-01 3.345e-01 1.498e-03 2.360e-03 4.432e-03 -1.000 1.228e-02 -6.130 1.920 0.449 -1.234 -3.999 -5.420
0.011816 -0.10000 8.30103 3.9924294949 2.6073135958    3.414  4.239  3.4983 -0.323    8  0.811  0.451   420.00   209.01   130.19   100.64    83.05  0 -4.61e-06      0.00 6.532e-01 3.345e-01 1.498e-03 2.360e-03 4.432e-03 -1.000 1.228e-02 -5.828 1.979 -0.014 -1.519 -4.163 -5.402
0.011816 -0.10000 8.30103 3.9924345016 2.6073136392    3.409  4.196  3.5041 -0.257    8  0.811  0.451   372.14   185.68   116.27    89.73    74.02  0 -2.97e-06      0.00 6.532e-01 3.345e-01 1.498e-03 2.360e-03 4.432e-03 -1.000 1.228e-02 -5.721 1.976 -0.280 -1.754 -4.254 -5.412
0.011816 -0.10000 8.30103 3.9924414158 2.6073136991    3.402  4.238  3.4982 -0.324    8  0.811  0.451   420.27   209.19   130.29   100.73    83.12  0 -4.61e-06      0.00 6.533e-01 3.345e-01 1.498e-03 2.360e-03 4.432e-03 -1.000 1.228e-02 -5.825 1.984 -0.003 -1.509 -4.156 -5.397
0.011816 -0.10000 8.30103 3.9924509525 2.6073137818    3.392  4.270  3.4934 -0.376    8  0.811  0.451   451.41   229.75   142.48   110.33    91.05  0 -6.52e-06      0.00 6.533e-01 3.345e-01 1.498e-03 2.360e-03 4.432e-03 -1.000 1.228e-02 -5.905 1.986 0.187 -1.363 -4.083 -5.385
0.011816 -0.10000 8.30103 3.9924628735 2.6073138852    3.380  4.289  3.4905 -0.408    8  0.811  0.450   471.19   243.08   150.35   116.53    96.19  0 -8.01e-06      0.00 6.533e-01 3.345e-01 1.497e-03 2.360e-03 4.432e-03 -1.000 1.228e-02 -5.952 1.986 0.304 -1.273 -4.036 -5.374
0.011816 -0.10000 8.30103 3.9924778938 2.6073140154    3.365  4.297  3.4890 -0.424    8  0.812  0.450   481.47   250.12   154.49   119.81    98.89  0 -8.87e-06      0.00 6.533e-01 3.345e-01 1.495e-03 2.360e-03 4.432e-03 -1.000 1.228e-02 -5.973 1.982 0.345 -1.247 -4.016 -5.370
0.011816 -0.10000 8.30103 3.9924960136 2.6073141725    3.347  4.300  3.4881 -0.433    8  0.812  0.449   486.96   253.94   156.72   121.59   100.37  0 -9.34e-06      0.00 6.533e-01 3.344e-01 1.491e-03 2.360e-03 4.432e-03 -1.000 1.227e-02 -5.981 1.983 0.368 -1.235 -4.003 -5.365
0.011816 -0.10000 8.30103 3.9925177097 2.6073143605    3.326  4.302  3.4873 -0.440    8  0.812  0.447   491.13   256.89   158.44   122.98   101.50  0  -9.7e-06      0.00 6.533e-01 3.344e-01 1.486e-03 2.360e-03 4.432e-03 -1.000 1.227e-02 -5.984 1.988 0.390 -1.222 -3.988 -5.357
0.011816 -0.10000 8.30103 3.9925179482 2.6073143626    3.325  4.498  3.4598 -0.747    8  0.812  0.472   709.21    -1.00    -1.00    -1.00    -1.00  0 -7.53e-05      0.00 6.529e-01 3.347e-01 1.570e-03 2.359e-03 4.431e-03 -1.000 1.236e-02 -6.475 1.849 0.689 -1.145 -3.950 -5.538
