# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Sat Nov 15 21:20:15 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: SDSS <i>ugriz</i>
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag
0.01471 0.00000 8.30103 3.8361065388 2.6058946189    3.835  2.725  3.6537  1.864    3  0.000  0.435     4.95     4.13     3.08     2.24     1.83  4    -1e-30      0.00 7.102e-01 2.749e-01 2.119e-03 1.242e-03 6.497e-03 -1.000 1.485e-02 -2.041 1.699 -0.916 -1.933 -2.236 -2.416
0.01471 0.00000 8.30103 3.8361504078 2.6058950358    3.835  2.730  3.6532  1.857    3  0.000  0.431     5.03     4.19     3.12     2.27     1.85  4    -1e-30      0.00 7.102e-01 2.749e-01 2.102e-03 1.264e-03 6.497e-03 -1.000 1.485e-02 -2.055 1.697 -0.924 -1.944 -2.248 -2.429
0.01471 0.00000 8.30103 3.8364579678 2.6058979583    3.835  2.767  3.6496  1.805    3  0.000  0.410     5.60     4.60     3.41     2.48     2.03  4    -1e-30      0.00 7.101e-01 2.751e-01 1.996e-03 1.394e-03 6.497e-03 -1.000 1.486e-02 -2.149 1.678 -0.979 -2.022 -2.334 -2.520
0.01471 0.00000 8.30103 3.8367652893 2.6059008781    3.835  2.805  3.6459  1.753    3  0.000  0.394     6.23     5.05     3.73     2.72     2.23  4    -1e-30      0.00 7.097e-01 2.754e-01 1.916e-03 1.505e-03 6.481e-03 -1.000 1.486e-02 -2.242 1.660 -1.031 -2.096 -2.417 -2.610
0.01471 0.00000 8.30103 3.8370728493 2.6059037995    3.836  2.842  3.6425  1.702    3  0.000  0.386     6.92     5.54     4.08     2.97     2.43  4    -1e-30      0.00 7.085e-01 2.767e-01 1.855e-03 1.640e-03 6.412e-03 -1.000 1.488e-02 -2.335 1.635 -1.087 -2.172 -2.501 -2.700
0.01471 0.00000 8.30103 3.8374242783 2.6059071370    3.836  2.885  3.6388  1.644    3  0.000  0.382     7.79     6.15     4.50     3.29     2.69  4    -1e-30      0.00 7.050e-01 2.801e-01 1.798e-03 1.831e-03 6.274e-03 -1.000 1.486e-02 -2.442 1.599 -1.153 -2.258 -2.596 -2.802
0.01471 0.00000 8.30103 3.8377313614 2.6059100528    3.836  2.922  3.6357  1.594    3  0.000  0.381     8.63     6.73     4.91     3.59     2.94  4    -1e-30      0.00 7.007e-01 2.844e-01 1.755e-03 1.998e-03 6.143e-03 -1.000 1.486e-02 -2.535 1.565 -1.211 -2.333 -2.680 -2.891
0.01471 0.00000 8.30103 3.8380386829 2.6059129703    3.837  2.960  3.6326  1.545    3  0.000  0.380     9.56     7.36     5.35     3.92     3.21  4    -1e-30      0.00 6.958e-01 2.893e-01 1.720e-03 2.142e-03 6.029e-03 -1.000 1.488e-02 -2.630 1.526 -1.273 -2.409 -2.764 -2.980
0.01471 0.00000 8.30103 3.8383457661 2.6059158850    3.837  2.998  3.6296  1.495    3  0.000  0.380    10.60     8.06     5.83     4.28     3.50  4    -1e-30      0.00 6.910e-01 2.942e-01 1.692e-03 2.261e-03 5.934e-03 -1.000 1.485e-02 -2.725 1.489 -1.335 -2.486 -2.848 -3.071
0.01471 0.00000 8.30103 3.8386530876 2.6059188014    3.837  3.036  3.6264  1.444    3  0.000  0.380    11.77     8.84     6.36     4.68     3.83  4    -1e-30      0.00 6.866e-01 2.986e-01 1.670e-03 2.352e-03 5.860e-03 -1.000 1.482e-02 -2.820 1.499 -1.387 -2.560 -2.933 -3.164
0.01471 0.00000 8.30103 3.8389601707 2.6059217151    3.838  3.072  3.6235  1.396    3  0.000  0.380    12.99     9.63     6.91     5.08     4.17  4    -1e-30      0.00 6.830e-01 3.021e-01 1.653e-03 2.421e-03 5.805e-03 -1.000 1.486e-02 -2.910 1.506 -1.437 -2.630 -3.014 -3.251
0.01471 0.00000 8.30103 3.8392853737 2.6059248000    3.838  3.096  3.6216  1.365    3  0.000  0.380    13.86    10.20     7.30     5.37     4.40  4    -1e-30      0.00 6.811e-01 3.040e-01 1.645e-03 2.455e-03 5.777e-03 -1.000 1.484e-02 -2.970 1.513 -1.470 -2.676 -3.067 -3.309
0.01471 0.00000 8.30103 3.8399302959 2.6059309162    3.839  3.128  3.6190  1.322    3  0.000  0.380    15.12    11.01     7.85     5.79     4.74  4    -1e-30      0.00 6.786e-01 3.066e-01 1.635e-03 2.498e-03 5.742e-03 -1.000 1.479e-02 -3.050 1.522 -1.512 -2.736 -3.137 -3.386
0.01471 0.00000 8.30103 3.8423051834 2.6059534181    3.841  3.107  3.6211  1.352    4  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.786e-01 3.066e-01 1.635e-03 2.498e-03 5.742e-03 -1.000 1.479e-02 -2.997 1.506 -1.490 -2.700 -3.093 -3.336
0.01471 0.00000 8.30103 3.8449242115 2.6059781962    3.844  3.074  3.6242  1.398    4  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.786e-01 3.066e-01 1.635e-03 2.498e-03 5.742e-03 -1.000 1.479e-02 -2.914 1.486 -1.449 -2.638 -3.020 -3.256
0.01471 0.00000 8.30103 3.8468811512 2.6059966851    3.846  3.041  3.6271  1.442    4  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.786e-01 3.066e-01 1.636e-03 2.498e-03 5.742e-03 -1.000 1.479e-02 -2.832 1.471 -1.407 -2.577 -2.948 -3.177
0.01471 0.00000 8.30103 3.8484921455 2.6060118894    3.847  3.008  3.6300  1.487    4  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.786e-01 3.066e-01 1.636e-03 2.498e-03 5.742e-03 -1.000 1.479e-02 -2.750 1.456 -1.365 -2.515 -2.876 -3.098
0.01471 0.00000 8.30103 3.8499507904 2.6060256431    3.849  2.974  3.6331  1.534    4  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.786e-01 3.066e-01 1.636e-03 2.498e-03 5.742e-03 -1.000 1.479e-02 -2.665 1.474 -1.314 -2.448 -2.801 -3.016
0.01471 0.00000 8.30103 3.8512725830 2.6060380962    3.850  2.941  3.6361  1.579    4  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.786e-01 3.066e-01 1.636e-03 2.498e-03 5.742e-03 -1.000 1.479e-02 -2.582 1.502 -1.263 -2.382 -2.727 -2.937
0.01471 0.00000 8.30103 3.8526129723 2.6060507144    3.851  2.904  3.6394  1.629    4  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.786e-01 3.066e-01 1.636e-03 2.498e-03 5.742e-03 -1.000 1.479e-02 -2.491 1.529 -1.210 -2.312 -2.648 -2.851
0.01471 0.00000 8.30103 3.8539671898 2.6060634525    3.853  2.867  3.6427  1.679    4  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.787e-01 3.066e-01 1.636e-03 2.498e-03 5.742e-03 -1.000 1.479e-02 -2.399 1.557 -1.153 -2.237 -2.565 -2.763
0.01471 0.00000 8.30103 3.8553707600 2.6060766440    3.854  2.830  3.6461  1.730    4  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.787e-01 3.066e-01 1.636e-03 2.498e-03 5.742e-03 -1.000 1.479e-02 -2.305 1.585 -1.096 -2.161 -2.481 -2.673
0.01471 0.00000 8.30103 3.8568866253 2.6060908784    3.856  2.792  3.6496  1.782    4  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.787e-01 3.065e-01 1.636e-03 2.498e-03 5.742e-03 -1.000 1.479e-02 -2.211 1.608 -1.041 -2.085 -2.396 -2.582
0.01471 0.00000 8.30103 3.8585987091 2.6061069400    3.858  2.755  3.6533  1.834    4  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.787e-01 3.065e-01 1.636e-03 2.498e-03 5.742e-03 -1.000 1.479e-02 -2.117 1.628 -0.986 -2.007 -2.311 -2.491
0.01471 0.00000 8.30103 3.8606278896 2.6061259552    3.860  2.718  3.6570  1.887    4  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.787e-01 3.065e-01 1.636e-03 2.498e-03 5.742e-03 -1.000 1.479e-02 -2.024 1.642 -0.934 -1.931 -2.226 -2.400
0.01471 0.00000 8.30103 3.8632099628 2.6061501182    3.862  2.682  3.6609  1.939    4  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.787e-01 3.065e-01 1.636e-03 2.498e-03 5.742e-03 -1.000 1.479e-02 -1.935 1.644 -0.888 -1.858 -2.146 -2.313
0.01471 0.00000 8.30103 3.8671469688 2.6061868892    3.866  2.645  3.6659  1.996    4  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.787e-01 3.065e-01 1.636e-03 2.498e-03 5.742e-03 -1.000 1.479e-02 -1.843 1.627 -0.847 -1.785 -2.062 -2.221
0.01471 0.00000 8.30103 3.8746459484 2.6062566909    3.874  2.615  3.6732  2.056    4  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.787e-01 3.065e-01 1.636e-03 2.497e-03 5.742e-03 -1.000 1.479e-02 -1.767 1.518 -0.843 -1.736 -1.998 -2.144
0.01471 0.00000 8.30103 3.8769276142 2.6062778674    3.876  2.610  3.6753  2.070    4  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.787e-01 3.065e-01 1.636e-03 2.497e-03 5.742e-03 -1.000 1.479e-02 -1.754 1.481 -0.849 -1.731 -1.988 -2.131
0.01471 0.00000 8.30103 3.8819997311 2.6063248400    3.881  2.623  3.6796  2.074    5  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.787e-01 3.065e-01 1.636e-03 2.497e-03 5.742e-03 -1.000 1.479e-02 -1.788 1.347 -0.922 -1.780 -2.029 -2.164
0.01471 0.00000 8.30103 3.8904421329 2.6064027123    3.890  2.646  3.6847  2.073    5  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.788e-01 3.064e-01 1.636e-03 2.497e-03 5.742e-03 -1.000 1.479e-02 -1.844 1.184 -1.020 -1.852 -2.091 -2.219
0.01471 0.00000 8.30103 3.9021198750 2.6065097888    3.902  2.669  3.6867  2.059    5  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.788e-01 3.064e-01 1.637e-03 2.497e-03 5.742e-03 -1.000 1.479e-02 -1.904 1.086 -1.096 -1.918 -2.153 -2.277
0.01471 0.00000 8.30103 3.9472076893 2.6069163833    3.947  2.746  3.6894  1.998    5  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.789e-01 3.063e-01 1.637e-03 2.496e-03 5.742e-03 -1.000 1.479e-02 -2.094 0.852 -1.307 -2.119 -2.349 -2.468
0.01471 0.00000 8.30103 3.9540052414 2.6069767581    3.954  2.756  3.6895  1.989    5  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.790e-01 3.062e-01 1.638e-03 2.496e-03 5.742e-03 -1.000 1.479e-02 -2.121 0.827 -1.333 -2.146 -2.375 -2.495
0.01471 0.00000 8.30103 3.9975531101 2.6073579485    3.998  2.783  3.6787  1.923    6  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.791e-01 3.061e-01 1.638e-03 2.494e-03 5.742e-03 -1.000 1.479e-02 -2.188 0.977 -1.308 -2.182 -2.431 -2.566
0.01471 0.00000 8.30103 4.0000000000 2.6073790840    4.001  2.784  3.6777  1.919    6  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.791e-01 3.061e-01 1.638e-03 2.494e-03 5.742e-03 -1.000 1.479e-02 -2.189 0.999 -1.299 -2.179 -2.430 -2.567
0.01471 0.00000 8.30103 4.0093579292 2.6074596412    4.010  2.785  3.6739  1.904    6  0.000  0.380     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.791e-01 3.061e-01 1.639e-03 2.495e-03 5.741e-03 -1.000 1.479e-02 -2.192 1.078 -1.268 -2.169 -2.427 -2.571
0.01471 0.00000 8.30103 4.0232081413 2.6075780794    4.023  2.800  3.6623  1.844    6  0.000  0.381     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.791e-01 3.061e-01 1.639e-03 2.495e-03 5.741e-03 -1.000 1.480e-02 -2.229 1.299 -1.193 -2.161 -2.443 -2.606
0.01471 0.00000 8.30103 4.0265007019 2.6076060975    4.027  2.830  3.6555  1.787    6  0.000  0.381     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.791e-01 3.061e-01 1.639e-03 2.495e-03 5.741e-03 -1.000 1.480e-02 -2.306 1.372 -1.199 -2.208 -2.505 -2.680
0.01471 0.00000 8.30103 4.0273470879 2.6076132913    4.028  2.860  3.6511  1.739    6  0.000  0.381     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.791e-01 3.061e-01 1.639e-03 2.495e-03 5.741e-03 -1.000 1.480e-02 -2.381 1.389 -1.227 -2.263 -2.569 -2.752
0.01471 0.00000 8.30103 4.0276179314 2.6076155926    4.028  2.890  3.6474  1.695    6  0.000  0.381     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.791e-01 3.061e-01 1.639e-03 2.495e-03 5.741e-03 -1.000 1.480e-02 -2.454 1.391 -1.261 -2.318 -2.633 -2.822
0.01471 0.00000 8.30103 4.0276288986 2.6076156858    4.028  2.891  3.6472  1.693    6  0.000  0.381     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.791e-01 3.061e-01 1.639e-03 2.495e-03 5.741e-03 -1.000 1.480e-02 -2.458 1.391 -1.263 -2.321 -2.637 -2.826
0.01471 0.00000 8.30103 4.0277705193 2.6076168889    4.028  2.936  3.6425  1.629    7  0.000  0.381     8.01     6.41     4.68     3.42     2.80  4    -1e-30      0.00 6.791e-01 3.061e-01 1.639e-03 2.495e-03 5.741e-03 -1.000 1.480e-02 -2.571 1.372 -1.324 -2.409 -2.736 -2.934
0.01471 0.00000 8.30103 4.0278797150 2.6076178166    4.028  2.974  3.6389  1.577    7  0.000  0.381     8.92     7.03     5.12     3.74     3.07  4    -1e-30      0.00 6.791e-01 3.061e-01 1.639e-03 2.495e-03 5.741e-03 -1.000 1.480e-02 -2.664 1.349 -1.379 -2.482 -2.818 -3.022
0.01471 0.00000 8.30103 4.0281147957 2.6076198134    4.028  2.963  3.6402  1.593    7  0.000  0.381     8.63     6.84     4.99     3.64     2.98  4    -1e-30      0.00 6.791e-01 3.061e-01 1.639e-03 2.495e-03 5.741e-03 -1.000 1.480e-02 -2.638 1.348 -1.368 -2.464 -2.796 -2.998
0.01471 0.00000 8.30103 4.0286235809 2.6076241342    4.029  2.929  3.6434  1.640    7  0.000  0.381     7.82     6.28     4.59     3.35     2.75  4    -1e-30      0.00 6.791e-01 3.061e-01 1.639e-03 2.495e-03 5.741e-03 -1.000 1.480e-02 -2.552 1.373 -1.315 -2.395 -2.719 -2.915
0.01471 0.00000 8.30103 4.0291051865 2.6076282231    4.029  2.968  3.6392  1.583    7  0.000  0.381     8.80     6.95     5.07     3.70     3.03  4    -1e-30      0.00 6.791e-01 3.061e-01 1.639e-03 2.495e-03 5.741e-03 -1.000 1.480e-02 -2.651 1.356 -1.369 -2.471 -2.806 -3.010
0.01471 0.00000 8.30103 4.0294489861 2.6076311413    4.030  3.006  3.6356  1.531    7  0.000  0.381     9.80     7.64     5.54     4.06     3.32  4    -1e-30      0.00 6.791e-01 3.060e-01 1.639e-03 2.495e-03 5.741e-03 -1.000 1.480e-02 -2.746 1.330 -1.425 -2.545 -2.889 -3.100
0.01471 0.00000 8.30103 4.0298714638 2.6076347265    4.030  3.044  3.6320  1.480    7  0.000  0.381    10.91     8.39     6.06     4.44     3.64  4    -1e-30      0.00 6.792e-01 3.060e-01 1.639e-03 2.495e-03 5.741e-03 -1.000 1.480e-02 -2.839 1.323 -1.477 -2.617 -2.971 -3.189
0.01471 0.00000 8.30103 4.0304250717 2.6076394232    4.031  3.082  3.6284  1.427    7  0.000  0.381    12.16     9.22     6.63     4.87     3.99  4    -1e-30      0.00 6.792e-01 3.060e-01 1.639e-03 2.495e-03 5.741e-03 -1.000 1.480e-02 -2.935 1.343 -1.525 -2.689 -3.055 -3.281
0.01471 0.00000 8.30103 4.0311131477 2.6076452586    4.031  3.121  3.6250  1.375    7  0.000  0.381    13.56    10.14     7.27     5.34     4.38  4    -1e-30      0.00 6.792e-01 3.060e-01 1.639e-03 2.495e-03 5.741e-03 -1.000 1.480e-02 -3.032 1.360 -1.576 -2.763 -3.141 -3.375
0.01471 0.00000 8.30103 4.0318746567 2.6076517142    4.032  3.161  3.6214  1.320    7  0.000  0.381    15.19    11.20     7.99     5.88     4.82  4    -1e-30      0.00 6.792e-01 3.060e-01 1.639e-03 2.495e-03 5.741e-03 -1.000 1.480e-02 -3.133 1.381 -1.626 -2.838 -3.230 -3.472
0.01471 0.00000 8.30103 4.0326342583 2.6076581508    4.033  3.202  3.6176  1.264    7  0.000  0.381    17.04    12.38     8.79     6.48     5.32  4    -1e-30      0.00 6.792e-01 3.060e-01 1.639e-03 2.495e-03 5.741e-03 -1.000 1.480e-02 -3.234 1.403 -1.675 -2.911 -3.318 -3.570
0.01471 0.00000 8.30103 4.0333533287 2.6076642413    4.033  3.243  3.6140  1.209    7  0.000  0.381    19.12    13.69     9.67     7.14     5.86  4    -1e-30      0.00 6.792e-01 3.060e-01 1.639e-03 2.495e-03 5.741e-03 -1.000 1.480e-02 -3.337 1.424 -1.723 -2.984 -3.406 -3.668
0.01471 0.00000 8.30103 4.0340147018 2.6076698410    4.034  3.284  3.6104  1.154    7  0.000  0.380    21.44    15.12    10.64     7.86     6.46  4    -1e-30      0.00 6.792e-01 3.060e-01 1.637e-03 2.497e-03 5.741e-03 -1.000 1.480e-02 -3.439 1.444 -1.773 -3.058 -3.495 -3.767
0.01471 0.00000 8.30103 4.0346164703 2.6076749342    4.035  3.325  3.6067  1.098    7  0.000  0.379    24.08    16.73    11.72     8.68     7.13  4    -1e-30      0.00 6.792e-01 3.060e-01 1.632e-03 2.502e-03 5.741e-03 -1.000 1.480e-02 -3.542 1.466 -1.817 -3.126 -3.581 -3.865
0.01471 0.00000 8.30103 4.0351581573 2.6076795173    4.035  3.366  3.6029  1.042    7  0.000  0.378    27.05    18.52    12.92     9.58     7.86  4    -1e-30      0.00 6.792e-01 3.060e-01 1.627e-03 2.508e-03 5.741e-03 -1.000 1.480e-02 -3.645 1.490 -1.860 -3.193 -3.667 -3.962
0.01471 0.00000 8.30103 4.0356445312 2.6076836313    4.036  3.407  3.5992  0.986    7  0.000  0.377    30.35    20.48    14.22    10.56     8.67  4    -1e-30      0.00 6.792e-01 3.060e-01 1.623e-03 2.514e-03 5.740e-03 -1.000 1.480e-02 -3.747 1.512 -1.903 -3.259 -3.753 -4.060
0.01471 0.00000 8.30103 4.0360879898 2.6076873813    4.036  3.448  3.5956  0.931    7  0.000  0.376    34.04    22.64    15.64    11.63     9.56  4    -1e-30      0.00 6.791e-01 3.060e-01 1.619e-03 2.518e-03 5.740e-03 -1.000 1.486e-02 -3.849 1.535 -1.940 -3.318 -3.836 -4.157
0.01471 0.00000 8.30103 4.0364975929 2.6076908441    4.036  3.488  3.5917  0.875    7  0.000  0.375    38.23    25.05    17.23    12.83    10.55  4 -1.66e-30      0.00 6.791e-01 3.060e-01 1.616e-03 2.522e-03 5.740e-03 -1.000 1.486e-02 -3.951 1.563 -1.973 -3.375 -3.918 -4.254
0.01471 0.00000 8.30103 4.0368790627 2.6076940684    4.037  3.529  3.5875  0.817    7  0.000  0.374    43.06    27.79    19.03    14.19    11.67  4 -1.88e-27      0.00 6.791e-01 3.060e-01 1.613e-03 2.526e-03 5.740e-03 -1.000 1.488e-02 -4.052 1.595 -1.995 -3.419 -3.996 -4.350
0.01471 0.00000 8.30103 4.0372328758 2.6076970583    4.037  3.570  3.5819  0.754    7  0.000  0.374    49.06    31.14    21.21    15.85    13.03  4 -3.84e-10      0.00 6.791e-01 3.060e-01 1.611e-03 2.529e-03 5.739e-03 -1.000 1.495e-02 -4.154 1.654 -1.991 -3.438 -4.064 -4.444
0.01471 0.00000 8.30103 4.0375595093 2.6076998180    4.037  3.610  3.5779  0.697    7  0.000  0.374    55.20    34.51    23.40    17.51    14.40  4 -8.59e-09      0.00 6.791e-01 3.060e-01 1.609e-03 2.533e-03 5.737e-03 -1.000 1.495e-02 -4.255 1.673 -2.006 -3.469 -4.138 -4.539
0.01471 0.00000 8.30103 4.0378627777 2.6077023798    4.037  3.651  3.5739  0.641    7  0.000  0.374    62.05    38.22    25.80    19.33    15.90  4 -1.03e-08      0.00 6.791e-01 3.060e-01 1.607e-03 2.538e-03 5.734e-03 -1.000 1.489e-02 -4.356 1.686 -2.017 -3.490 -4.210 -4.634
0.01471 0.00000 8.30103 4.0381450653 2.6077047639    4.037  3.691  3.5697  0.584    7  0.000  0.373    69.81    42.36    28.45    21.35    17.57  4 -1.25e-08      0.00 6.790e-01 3.061e-01 1.605e-03 2.544e-03 5.730e-03 -1.000 1.495e-02 -4.457 1.701 -2.025 -3.509 -4.280 -4.728
0.01471 0.00000 8.30103 4.0384097099 2.6077069988    4.036  3.731  3.5655  0.527    7  0.000  0.373    78.62    46.98    31.41    23.61    19.44  3 -1.53e-08      0.00 6.789e-01 3.063e-01 1.603e-03 2.552e-03 5.724e-03 -1.000 1.488e-02 -4.558 1.711 -2.013 -3.497 -4.342 -4.820
0.01471 0.00000 8.30103 4.0386595726 2.6077091084    4.036  3.771  3.5612  0.470    7  0.000  0.373    88.52    52.10    34.68    26.10    21.49  3 -2.13e-08      0.00 6.785e-01 3.066e-01 1.601e-03 2.560e-03 5.717e-03 -1.000 1.490e-02 -4.658 1.723 -1.998 -3.483 -4.403 -4.912
0.01471 0.00000 8.30103 4.0388970375 2.6077111132    4.036  3.811  3.5569  0.413    7  0.000  0.373    99.60    57.75    38.26    28.84    23.75  3 -3.18e-08      0.00 6.777e-01 3.074e-01 1.599e-03 2.571e-03 5.708e-03 -1.000 1.490e-02 -4.757 1.732 -1.966 -3.447 -4.456 -5.000
0.01471 0.00000 8.30103 4.0391249657 2.6077130371    4.035  3.851  3.5525  0.355    7  0.000  0.373   112.17    64.05    42.24    31.89    26.27  3 -4.78e-08      0.00 6.763e-01 3.088e-01 1.595e-03 2.587e-03 5.696e-03 -1.000 1.487e-02 -4.857 1.741 -1.924 -3.398 -4.504 -5.086
0.01471 0.00000 8.30103 4.0393447876 2.6077148924    4.033  3.890  3.5481  0.298    7  0.000  0.373   126.18    70.98    46.59    35.23    29.03  3 -7.18e-08      0.00 6.727e-01 3.124e-01 1.587e-03 2.622e-03 5.667e-03 -1.000 1.496e-02 -4.954 1.751 -1.866 -3.330 -4.544 -5.167
0.01471 0.00000 8.30103 4.0395607948 2.6077167153    4.031  3.930  3.5431  0.238    7  0.000  0.373   143.08    79.20    51.73    39.18    32.29  3 -1.09e-07      0.00 6.657e-01 3.193e-01 1.572e-03 2.691e-03 5.611e-03 -1.000 1.495e-02 -5.055 1.763 -1.774 -3.220 -4.571 -5.245
0.01471 0.00000 8.30103 4.0397582054 2.6077183810    4.028  3.971  3.5379  0.176    7  0.000  0.373   162.50    88.50    57.51    43.64    35.98  3 -1.65e-07      0.00 6.593e-01 3.258e-01 1.557e-03 2.754e-03 5.559e-03 -1.000 1.490e-02 -5.157 1.777 -1.662 -3.093 -4.588 -5.316
0.01471 0.00000 8.30103 4.0399227142 2.6077197690    4.024  4.007  3.5334  0.122    7  0.000  0.373   181.86    97.64    63.17    48.00    39.58  2 -2.43e-07      0.00 6.551e-01 3.300e-01 1.547e-03 2.796e-03 5.525e-03 -1.000 1.495e-02 -5.246 1.788 -1.543 -2.964 -4.591 -5.371
0.01471 0.00000 8.30103 4.0400886536 2.6077211689    4.018  4.045  3.5284  0.063    7  0.000  0.373   205.20   108.50    69.86    53.17    43.85  2  -3.6e-07      0.00 6.522e-01 3.329e-01 1.541e-03 2.824e-03 5.501e-03 -1.000 1.487e-02 -5.341 1.802 -1.392 -2.805 -4.581 -5.420
0.01471 0.00000 8.30103 4.0402498245 2.6077225285    4.009  4.083  3.5233  0.004    7  0.000  0.373   231.90   120.74    77.36    58.98    48.66  2 -5.41e-07      0.00 6.506e-01 3.345e-01 1.538e-03 2.841e-03 5.488e-03 -1.000 1.486e-02 -5.437 1.819 -1.195 -2.617 -4.545 -5.450
0.01471 0.00000 8.30103 4.0404014587 2.6077238075    3.996  4.119  3.5183 -0.054    7  0.000  0.373   260.95   133.87    85.38    65.19    53.80  2 -7.95e-07      0.00 6.499e-01 3.353e-01 1.536e-03 2.848e-03 5.482e-03 -1.000 1.486e-02 -5.527 1.835 -0.978 -2.410 -4.494 -5.466
0.01471 0.00000 8.30103 4.0405750275 2.6077252713    3.974  4.154  3.5133 -0.112    7  0.000  0.373   293.62   148.47    94.23    72.08    59.49  2 -1.16e-06      0.00 6.494e-01 3.357e-01 1.535e-03 2.853e-03 5.478e-03 -1.000 1.495e-02 -5.616 1.850 -0.719 -2.165 -4.412 -5.457
0.01471 0.00000 8.30103 4.0408163071 2.6077273060    3.933  4.146  3.5134 -0.108    7  0.000  0.373   289.91   146.96    93.29    71.38    58.91  2 -1.11e-06      0.00 6.492e-01 3.359e-01 1.534e-03 2.855e-03 5.476e-03 -1.000 1.495e-02 -5.595 1.865 -0.710 -2.156 -4.397 -5.439
0.01471 0.00000 8.30103 4.0408535004 2.6077276197    3.928  4.115  3.5174 -0.061    7  0.000  0.373   263.03   134.97    86.01    65.73    54.23  2 -8.01e-07      0.00 6.492e-01 3.359e-01 1.534e-03 2.855e-03 5.476e-03 -1.000 1.495e-02 -5.517 1.861 -0.907 -2.342 -4.453 -5.438
0.01471 0.00000 8.30103 4.0408673286 2.6077277363    3.926  4.086  3.5212 -0.017    7  0.000  0.373   240.16   124.65    79.72    60.85    50.20  2 -5.93e-07      0.00 6.492e-01 3.359e-01 1.534e-03 2.855e-03 5.476e-03 -1.000 1.495e-02 -5.444 1.855 -1.077 -2.502 -4.496 -5.429
